Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Customer_Tenure,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Avg_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Education_Encoded,Marital_Divorced,Marital_Married,Marital_Other,Marital_Single,Marital_Together,Marital_Widowed,Channel_Catalog,Channel_None,Channel_Store,Channel_Web,Product_FishProducts,Product_Fruits,Product_GoldProds,Product_MeatProducts,Product_SweetProducts,Product_Wines,Customer_Activity_Level_Encoded
7500.0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,50,5007,0,2,61,6,0,10.166666666666666,10,0.16666666666666666,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
63033.0,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,67,4640,0,1,1102,16,0,68.875,5,0.0625,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
59354.0,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,74,4640,2,3,310,15,0,20.666666666666668,12,0.2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
17323.0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,39,5041,0,2,46,5,0,9.2,9,0.2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
82800.0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,80,4996,0,1,1315,26,3,50.57692307692308,10,0.038461538461538464,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
41850.0,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,46,4966,2,4,96,9,0,10.666666666666666,11,0.3333333333333333,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,80,5081,0,2,317,13,0,24.384615384615383,11,0.15384615384615385,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
76995.0,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,77,4872,1,3,1782,26,1,68.53846153846153,16,0.07692307692307693,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
33812.0,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,41,5017,1,2,133,8,0,16.625,8,0.25,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
37040.0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,44,5104,0,2,316,12,0,26.333333333333332,12,0.08333333333333333,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2447.0,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,47,4953,1,3,1730,43,0,40.23255813953488,1,0.3488372093023256,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
58607.0,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,77,4967,1,3,972,17,1,57.1764705882353,10,0.17647058823529413,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,72,4583,1,3,544,20,0,27.2,10,0.15,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,75,4882,1,3,444,20,0,22.2,15,0.35,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
18589.0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,57,4957,0,1,75,8,0,9.375,9,0.25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
53359.0,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,50,4812,2,4,257,14,0,18.357142857142858,12,0.2857142857142857,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
51381.5,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,40,4908,1,2,637,27,0,23.59259259259259,28,0.0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2
38360.0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,37,4808,1,3,131,9,0,14.555555555555555,5,0.2222222222222222,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,61,4633,0,2,1672,26,1,64.3076923076923,8,0.038461538461538464,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,37,4452,0,1,30,8,0,3.75,8,0.25,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
38620.0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,63,4828,0,2,318,11,0,28.90909090909091,5,0.09090909090909091,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
40548.0,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,56,5041,1,3,120,9,1,13.333333333333334,7,0.2222222222222222,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
46610.0,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,74,5022,2,3,302,17,1,17.764705882352942,10,0.35294117647058826,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
68657.0,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,80,4908,0,2,1196,18,0,66.44444444444444,10,0.05555555555555555,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
49389.0,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,75,4718,2,3,65,6,0,10.833333333333334,9,0.16666666666666666,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
67353.0,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,56,4594,1,3,913,28,0,32.607142857142854,7,0.17857142857142858,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
23718.0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,50,4714,1,3,81,9,0,9.0,10,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,53,4552,1,2,67,7,0,9.571428571428571,6,0.2857142857142857,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,83,4927,0,1,902,24,2,37.583333333333336,13,0.08333333333333333,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
80011.0,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,46,4840,1,3,1395,21,0,66.42857142857143,12,0.09523809523809523,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
20559.0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,41,4888,1,3,53,7,0,7.571428571428571,10,0.2857142857142857,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21994.0,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,69,4966,1,3,22,4,0,5.5,5,0.25,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
51381.5,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,67,4650,0,1,186,9,0,20.666666666666668,3,0.1111111111111111,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7500.0,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,51,4684,1,3,31,8,0,3.875,7,0.375,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
79941.0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,50,4415,0,1,984,16,0,61.5,3,0.0625,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7500.0,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,30,5011,0,2,122,10,1,12.2,12,0.3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
41728.0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,58,4815,1,3,55,5,0,11.0,12,0.2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
51381.5,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,75,4593,3,4,124,10,0,12.4,8,0.3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
72550.0,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,72,5012,2,4,1319,28,0,47.107142857142854,13,0.32142857142857145,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
65486.0,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,69,4462,1,2,507,17,0,29.823529411764707,6,0.058823529411764705,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
79143.0,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,62,5101,0,2,1693,29,0,58.37931034482759,9,0.034482758620689655,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
35790.0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,49,4957,1,2,72,7,0,10.285714285714286,9,0.2857142857142857,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
82582.0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,49,4436,0,1,1617,21,3,77.0,5,0.047619047619047616,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,48,4796,2,4,606,23,0,26.347826086956523,7,0.30434782608695654,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
82384.0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,71,5001,0,2,1957,27,2,72.48148148148148,4,0.037037037037037035,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
70287.0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,60,4867,0,1,1093,21,1,52.04761904761905,8,0.047619047619047616,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
27938.0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,38,4476,1,2,29,6,0,4.833333333333333,4,0.16666666666666666,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
51381.5,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,44,4791,1,2,46,7,0,6.571428571428571,8,0.2857142857142857,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
55954.0,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,58,4532,1,3,518,19,0,27.263157894736842,15,0.15789473684210525,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75777.0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,44,4774,0,1,1438,21,3,68.47619047619048,4,0.047619047619047616,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
66653.0,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,51,5074,2,4,612,22,0,27.818181818181817,7,0.18181818181818182,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
61823.0,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,74,4910,1,2,884,24,0,36.833333333333336,15,0.16666666666666666,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
67680.0,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,75,4797,1,2,606,19,0,31.894736842105264,12,0.05263157894736842,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
70666.0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,78,4619,0,2,1076,16,0,67.25,11,0.0625,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
25721.0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,55,4818,1,3,34,5,1,6.8,8,0.2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32474.0,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,59,4463,2,4,11,4,0,2.75,8,0.25,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
88194.0,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,47,4516,1,2,1274,32,3,39.8125,16,0.03125,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
69096.0,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,68,4689,1,3,653,18,0,36.27777777777778,9,0.05555555555555555,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
74854.0,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,56,4861,3,5,1562,19,0,82.21052631578948,7,0.3684210526315789,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
66991.0,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,72,5070,0,2,1253,21,0,59.666666666666664,7,0.14285714285714285,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
51381.5,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,53,5067,1,3,109,9,0,12.11111111111111,11,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
65031.0,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,67,4883,1,3,863,30,0,28.766666666666666,17,0.13333333333333333,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
60631.0,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,51,4864,2,4,661,24,1,27.541666666666668,16,0.20833333333333334,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
28332.0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,74,4474,0,2,65,8,0,8.125,4,0.125,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
40246.0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,49,4971,1,2,13,4,0,3.25,7,0.25,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
75251.0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,54,5085,0,2,1890,19,1,99.47368421052632,12,0.05263157894736842,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
75825.0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,50,5039,0,1,2209,22,2,100.4090909090909,9,0.0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
26326.0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,50,4712,0,2,18,4,0,4.5,3,0.25,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
56046.0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,61,4957,0,2,692,21,2,32.95238095238095,18,0.09523809523809523,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,41,5083,1,2,165,12,0,13.75,11,0.3333333333333333,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
26304.0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,57,4785,1,3,16,4,0,4.0,8,0.25,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
23559.0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,53,4775,1,3,79,9,0,8.777777777777779,10,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
38620.0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,63,4828,0,2,318,11,0,28.90909090909091,5,0.09090909090909091,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
81361.0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,39,4538,0,1,778,27,0,28.814814814814813,4,0.037037037037037035,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
29440.0,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,66,4736,2,4,56,7,0,8.0,8,0.2857142857142857,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
36138.0,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,56,4762,2,4,151,13,1,11.615384615384615,10,0.38461538461538464,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
50388.0,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,69,4446,1,2,372,17,3,21.88235294117647,13,0.23529411764705882,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,53,4462,0,2,1366,19,1,71.89473684210526,7,0.05263157894736842,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
54178.0,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,59,4573,1,3,194,10,0,19.4,4,0.1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51381.5,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,69,5001,3,5,603,29,0,20.79310344827586,16,0.41379310344827586,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
51381.5,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,69,4447,2,3,18,4,0,4.5,8,0.25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
51381.5,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,53,4632,0,2,985,15,0,65.66666666666667,3,0.06666666666666667,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
42394.0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,54,4512,1,2,32,5,0,6.4,8,0.2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23626.0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,56,4450,1,3,43,10,0,4.3,8,0.3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,43,4452,1,3,45,6,0,7.5,8,0.16666666666666666,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
47916.0,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,66,4998,1,2,606,22,1,27.545454545454547,13,0.22727272727272727,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
51813.0,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,54,4858,2,3,63,7,0,9.0,9,0.2857142857142857,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
78497.0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,75,4624,0,2,978,25,1,39.12,7,0.04,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,43,4788,0,2,410,16,0,25.625,10,0.125,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
47823.0,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,66,4755,1,2,72,7,0,10.285714285714286,10,0.2857142857142857,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
34554.0,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,67,4505,1,2,55,7,0,7.857142857142857,8,0.2857142857142857,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
85693.0,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,47,4849,1,3,1169,27,0,43.2962962962963,14,0.07407407407407407,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
65846.0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,81,4822,0,2,1120,16,0,70.0,10,0.0625,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
87195.0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,67,4466,0,2,1097,20,1,54.85,4,0.05,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
24594.0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,47,4615,1,3,29,5,0,5.8,6,0.2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
49096.0,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,62,4692,2,4,187,13,0,14.384615384615385,11,0.3076923076923077,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
52413.0,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,57,4926,2,4,910,26,0,35.0,12,0.15384615384615385,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
38557.0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,48,4971,1,2,145,9,0,16.11111111111111,10,0.2222222222222222,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
89058.0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,66,4983,0,2,850,14,0,60.714285714285715,7,0.07142857142857142,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,47,4653,1,3,969,24,0,40.375,9,0.041666666666666664,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
68126.0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,35,5010,0,1,1820,17,2,107.05882352941177,16,0.058823529411764705,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
57288.0,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,63,4418,1,3,608,20,1,30.4,14,0.15,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
86037.0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,35,4957,0,1,730,25,3,29.2,9,0.04,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
43974.0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,46,4978,1,3,551,21,0,26.238095238095237,13,0.23809523809523808,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
50785.0,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,64,4706,2,3,114,8,0,14.25,8,0.25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
90765.0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,56,4570,0,2,1724,15,2,114.93333333333334,5,0.0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
36550.0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,48,4909,1,3,577,20,0,28.85,18,0.25,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
30753.0,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,59,4767,2,4,81,7,0,11.571428571428571,6,0.2857142857142857,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
21918.0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,57,4641,1,3,33,7,0,4.714285714285714,8,0.2857142857142857,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
