ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Enrollment_Year,Enrollment_Month,Enrollment_Day,Age,Customer_Age,Customer_Tenure,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Avg_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Preferred_Shopping_Channel,Product_Preference,Customer_Activity_Level
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,2012,8,8,44,44,5104,0,2,316,12,0,26.333333333333332,12,0.08333333333333333,Store,Wines,Medium
5376,1979,Graduation,Married,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,3,11,0,2013,1,6,47,47,4953,1,3,1730,43,0,40.23255813953488,1,0.3488372093023256,Catalog,MeatProducts,Medium
1993,1949,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,3,11,0,2012,12,23,77,77,4967,1,3,972,17,1,57.1764705882353,10,0.17647058823529413,Store,Wines,Low
4047,1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,2014,1,11,72,72,4583,1,3,544,20,0,27.2,10,0.15,Store,Wines,High
1409,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,2013,3,18,75,75,4882,1,3,444,20,0,22.2,15,0.35,Web,Wines,Low
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,2013,1,2,57,57,4957,0,1,75,8,0,9.375,9,0.25,Store,MeatProducts,Low
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,2013,5,27,50,50,4812,2,4,257,14,0,18.357142857142858,12,0.2857142857142857,Web,Wines,Medium
5255,1986,Graduation,Single,51381.5,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,3,11,0,2013,2,20,40,40,4908,1,2,637,27,0,23.59259259259259,28,0.0,Web,GoldProds,High
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,2013,5,31,37,37,4808,1,3,131,9,0,14.555555555555555,5,0.2222222222222222,Store,MeatProducts,Medium
1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,2013,11,22,61,61,4633,0,2,1672,26,1,64.3076923076923,8,0.038461538461538464,Store,MeatProducts,Low
6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,2014,5,22,37,37,4452,0,1,30,8,0,3.75,8,0.25,Web,MeatProducts,Medium
3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,2013,5,11,63,63,4828,0,2,318,11,0,28.90909090909091,5,0.09090909090909091,Catalog,Wines,Medium
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,2012,10,10,56,56,5041,1,3,120,9,1,13.333333333333334,7,0.2222222222222222,Store,Wines,Medium
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,2012,10,29,74,74,5022,2,3,302,17,1,17.764705882352942,10,0.35294117647058826,Store,Wines,High
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,2013,2,20,80,80,4908,0,2,1196,18,0,66.44444444444444,10,0.05555555555555555,Store,Wines,High
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,8,29,75,75,4718,2,3,65,6,0,10.833333333333334,9,0.16666666666666666,Store,Wines,Medium
4339,1970,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,2013,12,31,56,56,4594,1,3,913,28,0,32.607142857142854,7,0.17857142857142858,Store,Wines,Medium
10755,1976,2n Cycle,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,2013,9,2,50,50,4714,1,3,81,9,0,9.0,10,0.3333333333333333,Web,GoldProds,Low
8595,1973,Graduation,Widowed,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,2014,2,11,53,53,4552,1,2,67,7,0,9.571428571428571,6,0.2857142857142857,Store,Wines,Low
2968,1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,2013,2,1,83,83,4927,0,1,902,24,2,37.583333333333336,13,0.08333333333333333,Catalog,Wines,Medium
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,2013,4,29,46,46,4840,1,3,1395,21,0,66.42857142857143,12,0.09523809523809523,Web,MeatProducts,High
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013,3,12,41,41,4888,1,3,53,7,0,7.571428571428571,10,0.2857142857142857,Store,MeatProducts,Low
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2012,12,24,69,69,4966,1,3,22,4,0,5.5,5,0.25,Store,Wines,Medium
7281,1959,PhD,Single,51381.5,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,2013,11,5,67,67,4650,0,1,186,9,0,20.666666666666668,3,0.1111111111111111,Store,Wines,Low
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,2013,10,2,51,51,4684,1,3,31,8,0,3.875,7,0.375,Store,GoldProds,Medium
1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,2014,6,28,50,50,4415,0,1,984,16,0,61.5,3,0.0625,Store,MeatProducts,Low
9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,2012,11,9,30,30,5011,0,2,122,10,1,12.2,12,0.3,Web,GoldProds,Medium
7286,1968,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,2013,5,24,58,58,4815,1,3,55,5,0,11.0,12,0.2,Web,MeatProducts,Low
7244,1951,Graduation,Single,51381.5,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,2014,1,1,75,75,4593,3,4,124,10,0,12.4,8,0.3,Store,Wines,Low
6566,1954,PhD,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,2012,11,8,72,72,5012,2,4,1319,28,0,47.107142857142854,13,0.32142857142857145,Store,Wines,Medium
8614,1957,Graduation,Widowed,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,2014,5,12,69,69,4462,1,2,507,17,0,29.823529411764707,6,0.058823529411764705,Store,Wines,High
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,2012,8,11,62,62,5101,0,2,1693,29,0,58.37931034482759,9,0.034482758620689655,Store,MeatProducts,High
1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,1,2,49,49,4957,1,2,72,7,0,10.285714285714286,9,0.2857142857142857,Store,FishProducts,Medium
2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,2014,6,7,49,49,4436,0,1,1617,21,3,77.0,5,0.047619047619047616,Catalog,MeatProducts,Medium
9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,2013,6,12,48,48,4796,2,4,606,23,0,26.347826086956523,7,0.30434782608695654,Store,Wines,Medium
6260,1955,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,2012,11,19,71,71,5001,0,2,1957,27,2,72.48148148148148,4,0.037037037037037035,Store,Wines,Medium
10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,2013,4,2,60,60,4867,0,1,1093,21,1,52.04761904761905,8,0.047619047619047616,Store,MeatProducts,High
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,2014,4,28,38,38,4476,1,2,29,6,0,4.833333333333333,4,0.16666666666666666,Store,Wines,Medium
8557,1982,Graduation,Single,51381.5,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013,6,17,44,44,4791,1,2,46,7,0,6.571428571428571,8,0.2857142857142857,Store,MeatProducts,Medium
8375,1968,PhD,Married,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,2014,3,3,58,58,4532,1,3,518,19,0,27.263157894736842,15,0.15789473684210525,Web,Wines,Low
6853,1982,Master,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,2013,7,4,44,44,4774,0,1,1438,21,3,68.47619047619048,4,0.047619047619047616,Store,Wines,High
3076,1975,Graduation,Together,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,2012,9,7,51,51,5074,2,4,612,22,0,27.818181818181817,7,0.18181818181818182,Store,Wines,High
1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,0,2013,2,18,74,74,4910,1,2,884,24,0,36.833333333333336,15,0.16666666666666666,Store,Wines,High
6518,1951,PhD,Widowed,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,2013,6,11,75,75,4797,1,2,606,19,0,31.894736842105264,12,0.05263157894736842,Store,Wines,High
4137,1948,Graduation,Together,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,2013,12,6,78,78,4619,0,2,1076,16,0,67.25,11,0.0625,Web,Wines,High
8082,1971,Graduation,Married,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,2013,5,21,55,55,4818,1,3,34,5,1,6.8,8,0.2,Store,GoldProds,Low
1386,1967,Graduation,Together,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014,5,11,59,59,4463,2,4,11,4,0,2.75,8,0.25,Store,Wines,Medium
9369,1979,2n Cycle,Single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,3,11,1,2014,3,19,47,47,4516,1,2,1274,32,3,39.8125,16,0.03125,Web,Wines,High
4477,1958,Graduation,Together,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,3,11,0,2013,9,27,68,68,4689,1,3,653,18,0,36.27777777777778,9,0.05555555555555555,Store,Wines,High
1357,1970,Graduation,Together,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,2013,4,8,56,56,4861,3,5,1562,19,0,82.21052631578948,7,0.3684210526315789,Catalog,Wines,Low
1402,1954,Master,Married,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,2012,9,11,72,72,5070,0,2,1253,21,0,59.666666666666664,7,0.14285714285714285,Catalog,Wines,High
10629,1973,2n Cycle,Married,51381.5,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,3,11,0,2012,9,14,53,53,5067,1,3,109,9,0,12.11111111111111,11,0.3333333333333333,Web,MeatProducts,Medium
6312,1959,Graduation,Married,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,2013,3,17,67,67,4883,1,3,863,30,0,28.766666666666666,17,0.13333333333333333,Store,MeatProducts,High
8132,1975,PhD,Married,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,2013,4,5,51,51,4864,2,4,661,24,1,27.541666666666668,16,0.20833333333333334,Web,Wines,Low
1050,1952,Graduation,Married,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,2014,4,30,74,74,4474,0,2,65,8,0,8.125,4,0.125,Store,SweetProducts,Medium
5846,1977,Graduation,Divorced,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,2012,12,19,49,49,4971,1,2,13,4,0,3.25,7,0.25,Store,MeatProducts,Low
1859,1972,Master,Married,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,2012,8,27,54,54,5085,0,2,1890,19,1,99.47368421052632,12,0.05263157894736842,Web,MeatProducts,Medium
7503,1976,Graduation,Single,75825.0,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,2012,10,12,50,50,5039,0,1,2209,22,2,100.4090909090909,9,0.0,Store,Wines,Medium
10401,1976,2n Cycle,Together,26326.0,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,2013,9,4,50,50,4712,0,2,18,4,0,4.5,3,0.25,Store,GoldProds,Medium
1618,1965,Graduation,Together,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,1,2013,1,2,61,61,4957,0,2,692,21,2,32.95238095238095,18,0.09523809523809523,Web,Wines,High
3332,1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,2012,8,29,41,41,5083,1,2,165,12,0,13.75,11,0.3333333333333333,Store,MeatProducts,Low
2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013,6,23,57,57,4785,1,3,16,4,0,4.0,8,0.25,Store,MeatProducts,Medium
5346,1973,2n Cycle,Married,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,2013,7,3,53,53,4775,1,3,79,9,0,8.777777777777779,10,0.3333333333333333,Web,Wines,Low
4119,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,2013,5,11,63,63,4828,0,2,318,11,0,28.90909090909091,5,0.09090909090909091,Catalog,Wines,Medium
535,1987,Graduation,Divorced,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,2014,2,25,39,39,4538,0,1,778,27,0,28.814814814814813,4,0.037037037037037035,Store,MeatProducts,High
5268,1960,Graduation,Married,29440.0,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,2013,8,11,66,66,4736,2,4,56,7,0,8.0,8,0.2857142857142857,Store,Wines,Low
273,1970,Master,Married,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,2013,7,16,56,56,4762,2,4,151,13,1,11.615384615384615,10,0.38461538461538464,Store,Wines,Medium
4452,1957,Graduation,Single,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,2014,5,28,69,69,4446,1,2,372,17,3,21.88235294117647,13,0.23529411764705882,Web,Wines,High
8504,1973,Graduation,Married,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,2014,5,12,53,53,4462,0,2,1366,19,1,71.89473684210526,7,0.05263157894736842,Store,MeatProducts,Low
771,1967,Graduation,Together,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,2014,1,21,59,59,4573,1,3,194,10,0,19.4,4,0.1,Store,Wines,Low
8996,1957,PhD,Married,51381.5,2,1,2012-11-19,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,3,11,0,2012,11,19,69,69,5001,3,5,603,29,0,20.79310344827586,16,0.41379310344827586,Store,Wines,High
9235,1957,Graduation,Single,51381.5,1,1,2014-05-27,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014,5,27,69,69,4447,2,3,18,4,0,4.5,8,0.25,Store,MeatProducts,Medium
5798,1973,Master,Together,51381.5,0,0,2013-11-23,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,3,11,0,2013,11,23,53,53,4632,0,2,985,15,0,65.66666666666667,3,0.06666666666666667,Store,Wines,Low
11178,1972,Master,Single,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2014,3,23,54,54,4512,1,2,32,5,0,6.4,8,0.2,Store,Wines,Low
2230,1970,PhD,Married,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,2014,5,24,56,56,4450,1,3,43,10,0,4.3,8,0.3,Web,Wines,Low
7516,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,5,22,43,43,4452,1,3,45,6,0,7.5,8,0.16666666666666666,Store,FishProducts,Medium
7247,1960,Graduation,Widowed,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,2012,11,22,66,66,4998,1,2,606,22,1,27.545454545454547,13,0.22727272727272727,Web,Wines,Low
11100,1972,Graduation,Divorced,51813.0,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,4,11,54,54,4858,2,3,63,7,0,9.0,9,0.2857142857142857,Store,Wines,Medium
4646,1951,2n Cycle,Married,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,2013,12,1,75,75,4624,0,2,978,25,1,39.12,7,0.04,Store,MeatProducts,Medium
3037,1983,PhD,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,2013,6,20,43,43,4788,0,2,410,16,0,25.625,10,0.125,Store,Wines,Medium
1473,1960,2n Cycle,Single,47823.0,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013,7,23,66,66,4755,1,2,72,7,0,10.285714285714286,10,0.2857142857142857,Store,Wines,Medium
1016,1959,PhD,Single,34554.0,0,1,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,3,30,67,67,4505,1,2,55,7,0,7.857142857142857,8,0.2857142857142857,Store,Wines,Medium
4518,1979,Graduation,Together,85693.0,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,3,11,0,2013,4,20,47,47,4849,1,3,1169,27,0,43.2962962962963,14,0.07407407407407407,Store,Wines,Medium
9370,1945,PhD,Married,65846.0,0,0,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,3,11,0,2013,5,17,81,81,4822,0,2,1120,16,0,70.0,10,0.0625,Web,Wines,Low
8908,1959,Graduation,Married,87195.0,0,0,2014-05-08,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,3,11,1,2014,5,8,67,67,4466,0,2,1097,20,1,54.85,4,0.05,Catalog,MeatProducts,Medium
8373,1979,Basic,Together,24594.0,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013,12,10,47,47,4615,1,3,29,5,0,5.8,6,0.2,Store,FishProducts,Low
7533,1964,Graduation,Married,49096.0,1,1,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,3,11,0,2013,9,24,62,62,4692,2,4,187,13,0,14.384615384615385,11,0.3076923076923077,Web,Wines,Medium
